Nombre,Citas,Correo,Afiliación,Temas de Interés
Mauricio Castrejón,597,udla.edu.ec,Universidad de las Américas-Programa Galápagos,Fishery Science
Espinoza Diaz Cristóbal Ignacio,597,ucacue.edu.ec,Centro Latinoamericano de Estudios Epidemiológicos y Salud Social CLEESS,"Epidemiología, Salud Ocupacional, Enfermedades crónicas no transmisibles"
Juan Francisco Rivadeneira R,597,uce.edu.ec,Facultad de Ciencias Biológicas Universidad Central del Ecuador,"Climate Change, Freshwater Conservation, Urban Ecology"
Luz Cecilia Garcia C.,597,utm.edu.ec,Universidad Técnica de Manabí,"Agricultura, biodiversidad, biología reproductiva, mejoramiento genético vegetal"
Lilian Jaramillo,596,ute.edu.ec,Universidad Central del Ecuador y UTE Docente de la Carrera Educación,Educación
Xavier Zahid Toala Laje,596,unemi.edu.ec,Universidad Estatal de Milagro,Procesos y salud ocupacional
Fabián Rodríguez Espinosa,595,espe.edu.ec,Universidad de las Fuerzas Armadas - ESPE,"Economic valuation, environmental good and services, cost benefti analysis, natural resources managent, conservation and natural"
Angelica Sanchez-Riofrio,595,uees.edu.ec,Universidad Espíritu Santo,"Strategy, ITC, Gender, Economic development, Emerging markets"
Jennyfer García,595,uide.edu.ec,Universidad Internacional del Ecuador,"human genetics, oncology colorectal cancer"
Marilyn Saltos Fortis,595,live.uleam.edu.ec,"Estudiante, Universidad Laica Eloy Alfaro","Metodología de la investigación, Investigación, Medicina"
Sarah Oshi,594,ucuenca.edu.ec,"Dr. Sarah Oshi, Universidad de Cuenca",
Jorge Ron-Román,593,espe.edu.ec,Universidad de las Fuerzas Armadas,Sanidad Animal
Willan Orlando Caicedo Q.,592,uea.edu.ec,"Profesor e Investigador Titular, Universidad Estatal Amazónica","Nutición animal, Producción Animal, Nutraceúticos, Probióticos"
Alicia Guevara,591,epn.edu.ec,"Profesor Principal, Escuela Politecnica Nacional,Departamento de Metalurgia Extractiva …","Metalurgia, Suelos, Ambiental, Mineralogia"
Edisson Coba,588,uta.edu.ec,Doctor (Ph.D.) Docente Investigador Universidad Técnica de Ambato,"Contabilidad, Responsabilidad Social, Sistemas de Información Gerencial, Economía Social y Solidaria"
Jesús Rafael Hechavarría Hernández,588,ug.edu.ec,"Universidad de Guayaquil - Universidad Católica de Santiago de Guayaquil, Ecuador","Optimización multiobjetivo, eficiencia energética, redes de abastecimiento, Ecomateriales"
PhD. Helder Marcell Barrera-Erreyes,588,uta.edu.ec,"UTA, PUCESA, UTI, UNIANDES, UNAE, CACES","Educación, Didáctica, Pedagogía, Andragogía, Lenguaje"
Cristina Macas López,588,ug.edu.ec,Docente de la Carrera de Licenciatura en Gastronomia Universidad de Guayaquil,"Turismo Gastronómico, bebidas autóctonas del Ecuador"
Juan Ramón Primera Ferrer,587,utm.edu.ec,Universidad Técnica de Manabi,effective macroscopic properties of composite …
domingo gabriel mora medina,587,unemi.edu.ec,"ingenieria industrial, Universidad Estatal de Milagro","Industrial, logistica"
John Paul Reyes Vásquez,586,uta.edu.ec,Universidad Técnica de Ambato,Industrial Engineering
Oscar Parada Gutierrez,584,ulvr.edu.ec,Universidad Laica Vicente Rocafuerte,"Economía, Administración de Empresas, Gestión ambiental"
JHENYFER TATIANA LUZURIAGA CRUZ,584,unemi.edu.ec,Unemi,General
Delcy Montoya,584,ug.edu.ec,"estudiante, universidad de guayaquil",ciencias naturales
JOSE GREGORIO PRATO MORENO,584,unach.edu.ec,"Profesor de la carrera de Ingeniería Ambiental, Universidad Nacional de Chimborazo","Catálisis ambiental, Tratamiento de Aguas Naturales y Residuales"
Patricia Guevara-Ramírez,584,ute.edu.ec,"Centro de Investigación Genética y Genómica, Facultad de Ciencias de la Salud Eugenio …",Ciencias de la Salud
Andrés Romero-Carvajal,583,puce.edu.ec,Pontificia Universidad Católica del Ecuador,Developmental Biology
Gilberto Vizcaino,583,utm.edu.ec,"Profesor Emérito Universidad del Zulia (Ven)/Profesor Fac. Cs Salud, UTM (Ec)","Hematología, Hemostasis y Trombosis, Investigación Clínica"
Ana Karina Zambrano,583,ute.edu.ec,Universidad UTE,"genetics, genomics, cancer"
Carlos Iñiguez-Armijos,582,utpl.edu.ec,Universidad Técnica Particular de Loja,"Aquatic Ecology, Urban Ecology, Ecosystem Processes, Water Resources"
Gema Viviana Carvajal Zambrano,582,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Administración, Marketing, Negocios"
ALEXA YAMILEX ORTIZ ESPINOZA,582,unemi.edu.ec,Unemi,educación infantil
Jennifer  Elizabeth Ilbay-Mayta,582,uta.edu.ec,Universidad Tecnica de Ambato,Ciencias de la Salud
Jose Manuel  Piguave Reyes,582,unesum.edu.ec,Docente de Genética y Biología Molecular,"Genética, Biología Molecular, Ciencias de la Salud, Educación Superior"
Armenio Perez Martímez,581,ulvr.edu.ec,Universidad Laica VICENTE ROCAFUERTE de Guayaquil,
Ph.D. ALVARO PATRICIO CARRILLO PUNINA,581,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE,"cultura organizacional, liderazgo, finanzas, gestión, econometría"
Wilson Araque,581,uasb.edu.ec,"Universidad Andina Simón Bolívar, Sede Ecuador","Administración, Economía, Derecho"
Mariano Herrera,580,unae.edu.ec,UNAE,"Políticas públicas, calidad educativa, gestión escolar"
Ernesto De La Torre,580,epn.edu.ec,Profesor Escuela Politecnica Nacional,"metalurgia, catalisis, carbon activado"
Dayana M. Lescay Blanco,579,utm.edu.ec,"Universidad Técnica de Manabí, Facultad de Filosofía, Letras y Ciencias de la Educación","Educación para la Salud, Educación antialcohólica, Promoción de la salud, Formación pedagógica del docente …"
DIANA TERESA PALACIOS ZAMBRANO,579,unemi.edu.ec,Universidad Estatal de Milagro,Relatividad general
MARIA LORENA GOMEZ SARCO,577,unemi.edu.ec,Universidad Estatal de Milagro,"Ambiental, sostenibilidad, fisica, quimica, algebra"
Francisco Álvarez-Nava,576,uce.edu.ec,Central University of Ecuador,Medical Genetics
Osmir Cabrera,576,utelvt.edu.ec,"Profesor de Química, Universidad Técnica Luis Vargas Torres de Esmeraldas",Química
Verónica Cecilia Cabrera González,576,unl.edu.ec,Profesor de Análisis Financiero,Contable y financiero
Tomás Fontaines-Ruiz,575,utmachala.edu.ec,Profesor de Metodologia de la investigación en la Universidad Técnica de Machala …,"metodología de la investigación, formación de investigadores, formación docente"
Amaury Pérez Martínez,575,uea.edu.ec,Profesor de la Unversidad Estatal Amazonica,"Diseño de Procesos, Simulacion de Procesos, Indicadores de sostenibilidad"
Jaime Morante Carriel,575,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Biologia, Bioquimica, Biología Molecular, Genetica de Plantas"
Adriana Orellana-Paucar,575,ucuenca.edu.ec,"Lecturer and Researcher, Universidad de Cuenca (Ecuador)","Phytopharmacology, Medicinal Plants, Biodiscovery, Nutraceuticals, Disability"
Santiago Criollo-C,575,udla.edu.ec,"Docente TI, Universidad de las Américas","mobile learning, m-learning, accesibility, BYOD, BYOT"
Eduardo Valarezo,574,utpl.edu.ec,Universidad Técnica Particular de Loja,"Essential Oil, Chromatography, Phytochemistry, Antioxidant Activity, Natural Product Research"
Graciela  Lucía Uzcanga,573,utm.edu.ec,Universidad Técnica de Manabí,"Bioquímica de parásitos, inmunoquímica/ inmunología"
MARCO ANDRES SANDOVAL FERNANDEZ,573,istct.edu.ec,,
Daniel Mendoza Siguenza,572,ucuenca.edu.ec,"Professor of Mathematics, University of Cuenca","Mathematics, Climate dynamics, Mechanical Engineering"
Clarkent Rubén Mackay Castro,572,ug.edu.ec,Universidad de Guayaquil,Administración
YULY TATIANA AÑAPA SAN NICOLAS,572,utelvt.edu.ec,,
Richard Javier Torres Vargas,571,utb.edu.ec,"Universidad Técnica de Babahoyo, Docente Investigador Auxiliar 1 Acreditado: REG-INV-18 …","Informática, E-learning, Tecnología, Tics, Educación"
Flores Tapia Carlos Ernesto,570,pucesa.edu.ec,Pontificia Universidad Católica del Ecuador,"Economía, Desarrollo, Métodos Cuantitativos y Estadísticos, Gestión Pública, Negociaciones Internacionales"
Justin Yeager,570,udla.edu.ec,"Associate Professor, Universidad de las Americas; Quito, Ecuador.",Evolutionary biology
Antonio J. Vallecillo,570,ucuenca.edu.ec,Universidad de Cuenca,"Ingeniería genética, Biotecnología, Sanidad animal"
Ronald Jahir Arias Vega,569,utm.edu.ec,Universidad Técnica de Manabi,"Generalidades, Ciencias, Bibliotecología. Información"
Ciencia y Educación (2790-8402),569,ug.edu.ec,Ecuatesis,http://www.cienciayeducacion.com/
Ernesto Vivares,568,flacso.edu.ec,"Profesor investigador EPI, regionalismo y metodologia, FLACSO Ecuador","Economia politica internacional, regionalismo, metodologia de la investigacion, China y Latin America, conflicto yd"
"Miguel CHUNG SANG, MD",568,cu.ucsg.edu.ec,Profesor de Medicina Interna UCSG,"Internal Medicine, Intensive Care Medicine, Mechanical Ventilation"
Boletín de Coyuntura,567,uta.edu.ec,Universidad Técnica de Ambato,"Economía, Finanzas, Contabilidad, Administración"
Omar Ruiz-Barzola (ORCID 0000-0001-8206-1744),567,espol.edu.ec,Escuela Superior Politécnica del Litoral. ESPOL. Facultad de Ciencias de la Vida,Estadística Multivariante Aplicada y Diseño …
Cristina Castillo,567,uce.edu.ec,,Psicologia
Cristian Patiño Vidal,566,unach.edu.ec,Universidad Nacional de Chimborazo,"Food packaging, Food Science and Technology, Nanotechnology"
Marcelo Muñoz,566,uce.edu.ec,Universidad Central del Ecuador,"Química, Biología, Investigación en compuestos Químicos"
Diego Ortiz Villalba,565,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Renewable Energy, Stability in Power Systems, Power Distribution Systems, Microgrids"
Daniel  Llanos Erazo (ORCID: 0000-0002-7206-5052),565,ups.edu.ec,Research Professor of Youth &Childhood Studies - Universidad Politécnica Salesiana …,"sociología de la educación, juventud, infancia, migración"
Luis E. Pineda,565,yachaytech.edu.ec,Yachay Tech University,"Hydrology, Climatology"
Adriana Margoth Oñate Ramón,565,cahgye.edu.ec,Lcda. Cultura Física,"voleibol formativa, voleibol adaptado"
Jack Fernando Bravo-Torres (ORCID: 0000-0001-9994-6063),564,ups.edu.ec,Universidad Politécnica Salesiana,"Vehicular Networks, Artificial Intelligence, Engineering Education, University Management"
Priscila Cedillo,564,ucuenca.edu.ec,Universidad de Cuenca,"https://orcid.org/0000-0002-6787-0655, Cloud Computing - IoT, Software Engineering, Software Quality, MDE"
MAGDALENA ROSARIO HUILCAPI MASACON,564,utb.edu.ec,"Profesora de Administración, Universidad Técnica de Babahoyo","Administración, Marketing, Gestión, Finanzas, Educación."
KERLY REBECA APOLINARIO ALVARADO,564,unemi.edu.ec,Estudiante UNEMI,"Estrategia metodológica, Comprensión infantil, Desarrollo del lenguaje infantil"
Daniela Ballari,563,uazuay.edu.ec,Universidad del Azuay - IERSE  - Cuenca (Ecuador),"Geo-information science, Spatio-temporal data cubes, In-situ/Satellite Earth Observation, Climate"
Daniel Pontón,563,iaen.edu.ec,Instituto de Altos Estudios Nacionales,"Violencia, narcotráfico, seguridad ciudadana, crimen organizado, policía"
Osmany Pérez Barral,563,pucesa.edu.ec,Pontificia Universidad Católica del Ecuador Sede Ambato,"Administración de Empresas, Contabilidad de Gestión y Costos, Gestión turística, Responsabilidad Social empresarial"
Juan Sebastián Granda Merchán (ORCID: 0000-0002-8981-7281),562,ups.edu.ec,Universidad Politécnica Salesiana - Ecuador,"Pueblos indígenas, interculturalidad, educación intercultural bilingüe, derechos colectivos"
Elena Del Rocío Coyago Cruz (ORCID: 0000-0003-4495-3500),562,ups.edu.ec,"Professor of Biotechnology Engineering and Industrial Engineering, Universidad Politécnica …","Food chemistry, Bioactive compounds, Deficit irrigation"
Lila Adana,562,udla.edu.ec,"Escuela de Psicología, Universidad de Las Américas","Autismo, baremación, infancia y adolescencia, demencias, alzheimer y Parkinson"
JUAN HUMBERTO AVELLANEDA-CEVALLOS,562,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,
Roberto C. Rojas Molina,561,epn.edu.ec,"Department of Mechanical Engineering, Escuela Politécnica Nacional, Ecuador","Fluid dynamics, CFD, Numerical analysis, High performance computing"
J-oey Alexadra,561,unach.edu.ec,Universidad Nacional  de Chimborazo,
Pedro P. Romero,560,usfq.edu.ec,"Professor of Economics, Universidad San Francisco de Quito","economic development, banking crises, dollarization, experimental economics, networks"
OSCAR PATRICIO NUÑEZ TORRES,560,uta.edu.ec,DOCENTE INVESTIGADOR UNIVERSIDAD TÈCNICA DE AMBATO,"CIENCIAS AGROPECUARIAS, PRODUCCIÓN ANIMAL, GENÉTICA Y MEJORAMIENTO"
Otmara Navarro Silva,559,umet.edu.ec,Doctor en ciencias Universidad del Ecuador/     https://orcid.org/0000-0002-0357-3192,"Economia, desarrollo sostenible, competitividad, pymes"
Jorge Quevedo Vázquez,559,ucacue.edu.ec,Profesor de la Facultad de Administración de Empresas - Campus Universitario Azogues,"Estadistica, Matemática, Emprendimientos, Investigación de Operaciones"
JESSICA DUCHICELA,558,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS - ESPE,"Molecular Ecology, Plant - Microbial Interaction, Restoration"
Fernanda Pilaquinga,558,puce.edu.ec,PUCE,Nanotecnología
JAHIR JOSIMAR ALONSO MARIDUEÑA,557,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,INTERNACIONAL
MAITE MANUELA FIGUEROA RODRIGUEZ,557,unemi.edu.ec,Comunicación Social,Investigación
IRIS BETZAIDA PERÉZ ALMEIDA,556,ecotec.edu.ec,Docente-Investigadora,"Biotecnologia, marcadores moleculares, cultivo de tejidos, estrés"
Adriana Beatriz Quinatoa Llumitaxi,556,mailes.ueb.edu.ec,Universidad Estatal de Bolivar,Enfermeria
Alba Yánez-Ayabaca,555,uce.edu.ec,Universidad Central del Ecuador,"biología, liquenologia, turismo científico"
JENNIFER  BALDEON,554,unemi.edu.ec,ESTUDIANTE UNEMI,LITERATURA INFANTIL JUEGO SIMBOLICO …
ANA CRISTINA BARROS MUÑOZ,554,ucuenca.edu.ec,Universidad de Cuenca,"deporte, recreacion, baloncesto, ejercicio"
Ximena Vélez Calvo,553,uazuay.edu.ec,"Profesor Educación Inicial, Educación Básica y Educación Especial, Universidad del Azuay","Inclusión, Dificultades Específicas del Aprendizaje, Altas capacidades"
Miguel Mendoza,553,puce.edu.ec,"ESTUDIANTE , PONTIFICA UNIVERSIDAD CATOLICA DEL ECUADOR",medicina
Carlos Espinosa,553,usfq.edu.ec,USFQ,Historia Política y Relaciones Internacionales
Angel Guillermo Félix Mendoza,552,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,"Turismo rural, Resiliencia Turística, Recuperación de destinos, Paisajes culturales"
Roberto Oleas,552,uees.edu.ec,John H. Stroger Jr. Hospital of Cook County Health System,"Medicine, Gastroenterology"
Florinella Muñoz,551,epn.edu.ec,"Profesora titular, Escuela Politécnica Nacional","ozono, procesos de oxidación avanzada, química de radiaciones"
sandra mishel,551,espoch.edu.ec,estudiante de la ESPOCH,futbol
Jasmin Daría Castro Pincay,551,uide.edu.ec,Marketing y diseño,"Marketing, diseño, marcas, proyectos"
Alexandra Mercedes Lagla Lagla,551,mailes.ueb.edu.ec,"Estidiante, Universidad Estatal de Bolívar",SALUD EN ENFERMERIA
M. Augusta Hermida,550,ucuenca.edu.ec,Universidad de Cuenca,"Architecture, Cities, Urbanism, Public Space, Sustainability"
Rodobaldo Martinez Vivar,550,ute.edu.ec,Universidad UTE,"Talento Humano, Gestión de Operaciones, Logística"
Patricia I. Pontón,548,epn.edu.ec,"Department of Materials, EPN","Materials Science, Polymer nanocomposites, Synthesis of Nanoparticles, Negative Thermal Expansion Materials, Materials chemistry"
Silvia Libertad Vaca Gallegos,547,utpl.edu.ec,"Universidad Técnica Particular de Loja, Ecuador","Human Behavior, Psycology, addictions"
Anabel Montesdeoca Tapia,547,ucuenca.edu.ec,Universidad de Cuenca,Dermatología
Mayiya lisbeth Gonzalez illescas,546,utmachala.edu.ec,"Docente investigador, Universidad Tècnica de Machala","Comercio internacional, negociaciòn internacional, recursosy capacidades dinàmicas, competitividad"
Brigitte Saavedra,545,utn.edu.ec,UNIVERSIDAD TÉCNICA DEL NORTE,"Educación, Tecnologías de Educación y Comunicación"
Patricia E Salerno,544,uti.edu.ec,"Biology Department, Universidad Tecnológica Indoamérica, Ecuador","South American Biogeography, Phylogeography, population and conservation genomics"
Otto Eulogio Arellano Cepeda,544,unach.edu.ec,Docente Universidad Nacional de Chimborazo,general
JAIME HERIBERTO PATI O GUERRA,544,unemi.edu.ec,"estudiante,universidad estatal de Milagro",educacion
YOLANDA DEL ROCIO ANGULO PAREDES,543,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE,"FISICA, NANOTECNOLOGÌA"
LADY ADELAIDA MONTERO CEDEÑO,543,unemi.edu.ec,Estudiante de la universidad estatal de milagro,"ecologia, medio ambientelal"
Claudia Patricia Maldonado-Erazo,542,espoch.edu.ec,Escuela Superior Politécnica de Chimborazo,"Turismo, Cultura, Patrimonio cultural, Turismo Comunitario"
Juan-Carlos Singaucho,541,igepn.edu.ec,"Profesor Agregado, Escuela Politécnica Nacional","Structural Health Monitoring, Structural Dynamics, Seismic Hazard and Risk Assessment, Earthquake Engineering"
Xavier Villavicencio,541,espol.edu.ec,ESPAE Graduate School of Management,"Agricultural Economics, Agribusiness, Value Chains"
josué rodríguez santos,538,ug.edu.ec,Universidad de Guayaquil,"Ingeniería civil, educación, docencia"
Dr. Galo Silva Borja. PhD,538,unach.edu.ec,Universidad Nacional de Chimborazo,"Educación, Lengua y Literatura"
Gladys Rincon Polo,537,espol.edu.ec,Profesor de la Escuela Superior Politécnica del Litoral (ESPOL) y Profesor Titular de la USB,"Ingeniería ambiental, Calidad de aire, Absorción de metales, Proceso de coquización retardada"
Wilson Calle (ORCID: 0000-0003-4250-2773),537,ups.edu.ec,Universidad Politécnica Salesiana,"Materials Science and Engineering, Manufacturing Process, Mechanical of Materials, Mechanical design, 3D printing."
Marco Guevara,536,espoch.edu.ec,ESPOCH,"Electronics, nanotechnology, solar cells, graphene, TCAD"
